Strategy,RegimeFilter,Score,Trades,WinRate,ProfitFactor,Expectancy,GrossPnL,TotalCosts,NetPnL,NetProfitFactor,NetExpectancy,GrossCurrency,NetCurrency,MaxDrawdown,ReturnToDrawdown,VolMinAtr,VolMinVolume,UseSqueeze,SqueezeRatio,VolRangeMultiplier,VolExpansionMode,VwapMinDistance,RsiLongMax,RsiShortMin,VolTrailingMode,AtrChandelier,MaxBarsWithoutProfit,MinProfitAtrRatio,RangeCompression,RangeTargetRatio,MomentumMacdAtr,MomentumVolume,EmaVolume,AtrStop,TrailingBars,EmaTrailingOffset,TrendAtrStop,TrendTimeExitBars,BeActivationR,ChandelierActivationR,ChandelierTrailMultiplier,OrbAtrStop,OrbRangeStart,OrbRangeEnd,OrbMinWindowBars,OrbMinRangeAtrRatio,OrbBreakoutBuffer,OrbRequireVolume,OrbVolumeRatio,VwapReversionBand,RsiOversold,RsiOverbought,VwapReversionVolumeRatio,BbStdDev,BbFadeRsiOversold,BbFadeRsiOverbought,BbFadeTargetRatio,SessionBreakoutAtrBuffer,SessionMinRangeAtrRatio,SrsRefCandle,SrsBuffer,SrsStop,SrsTarget,SrsAntiMode,IbTargetMultiplier,IbUseHalfRangeStop,IbMinRangeRatio,IbMaxRangeRatio,IbRequireVolume
TradingBrain.Volatility,IntradayExpansion|HighVolatility,36.8840968,35,40,1.69355956,14.30714286,500.75,95.9,452.8,1.60311414,12.93714286,1001.5,905.6,317.25,1.42726556,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.25,6,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,36.8347798,31,38.70967742,1.68648061,15.27419355,473.5,84.94,431.03,1.60198039,13.90419355,947,862.06,436.75,0.98690326,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,2.5,1,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,36.17177864,33,39.39393939,1.65829146,14.88636364,491.25,90.42,446.04,1.57653978,13.51636364,982.5,892.08,411.5,1.08393682,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,2.25,3,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.86350537,34,41.17647059,1.69134923,14.27941176,485.5,93.16,438.92,1.60135089,12.90941176,971,877.84,355.25,1.23552428,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.75,6,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.86350537,34,41.17647059,1.69134923,14.27941176,485.5,93.16,438.92,1.60135089,12.90941176,971,877.84,355.25,1.23552428,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,1.75,5,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.69034803,32,40.625,1.639,14.9765625,479.25,87.68,435.41,1.56107367,13.6065625,958.5,870.82,408.75,1.06522324,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,2,5,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.61440518,32,40.625,1.63518457,14.921875,477.5,87.68,433.66,1.55756126,13.551875,955,867.32,390.25,1.11123639,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,7,0.5,1.05,1,0.1,1.2,1.1,2,6,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.45415786,33,42.42424242,1.69868668,14.10606061,465.5,90.42,420.29,1.60710984,12.73606061,931,840.58,320.75,1.31033515,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,1.5,1.05,1,0.1,1.2,1.1,2,1,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.45415786,33,42.42424242,1.69868668,14.10606061,465.5,90.42,420.29,1.60710984,12.73606061,931,840.58,320.75,1.31033515,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,1.5,1.05,1,0.1,1.2,1.1,2.25,1,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Volatility,IntradayExpansion|HighVolatility,35.31557552,33,42.42424242,1.69718574,14.07575758,464.5,90.42,419.29,1.60566534,12.70575758,929,838.58,321.75,1.30315462,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,AtrChandelier,3,7,1,1.05,1,0.1,1.2,1.1,2,1,0,3,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
