Strategy,Direction,EntryTime,ExitTime,EntryBarIndex,ExitBarIndex,EntryPrice,ExitPrice,BarsHeld,PnL,GrossPoints,NetPoints,GrossCurrency,NetCurrency,TotalCostCurrency,SlippageCostCurrency,SpreadCostCurrency,CommissionCostCurrency,Quantity,MFE,MAE,EntryReason,ExitReason,StopPrice,TargetPrice,RMultiple,RiskPoints,MAEPoints,MFEPoints,MAER,MFER,BestFavorablePrice,WorstAdversePrice,HitHalfR,HitOneR,HitOneAndHalfR,HitTwoR,HitThreeR,HitMinusHalfR,HitMinusOneR,BarsToHalfR,BarsToOneR,BarsToOneAndHalfR,BarsToTwoR,BarsToThreeR,BarsToMinusHalfR,BarsToMinusOneR
TradingBrain.Trend,Short,2025-06-05 12:45:00,2025-06-05 15:30:00,7857,7890,22645.75,22532.75,33,113,113,111.63,226,223.26,2.74,1,0.5,1.24,1,219.25,-67,"Trend down confirmado","Chandelier trail short",22757.79321941,0,1.00853939,112.04321941,67,219.25,0.59798353,1.95683417,22426.5,22712.75,true,true,true,false,false,true,false,3,18,30,,,7,
TradingBrain.Trend,Short,2025-06-11 14:10:00,2025-06-11 18:30:00,8150,8190,22757.5,22814,40,-56.5,-56.5,-57.87,-113,-115.74,2.74,1,0.5,1.24,1,44.25,-80.25,"Trend down confirmado","Stop dinamico short",22861.67497111,0,-0.54235676,104.17497111,80.25,44.25,0.77033859,0.42476614,22713.25,22837.75,false,false,false,false,false,true,false,,,,,,4,
TradingBrain.Trend,Short,2025-06-20 10:20:00,2025-06-20 11:40:00,9160,9176,22622.25,22622.25,16,-0,-0,-1.37,-0,-2.74,2.74,1,0.5,1.24,1,140,-51.25,"Trend down confirmado","Stop BE short",22727.6081513,0,-0,105.3581513,51.25,140,0.48643602,1.32880084,22482.25,22673.5,true,true,false,false,false,false,false,5,6,,,,,
TradingBrain.Trend,Long,2025-06-20 14:15:00,2025-06-20 15:25:00,9207,9221,22604.5,22520,14,-84.5,-84.5,-85.87,-169,-171.74,2.74,1,0.5,1.24,1,2.75,-96.25,"Trend up confirmado","Stop dinamico long",22513.4616025,0,-0.92817978,91.0383975,96.25,2.75,1.0572462,0.03020703,22607.25,22508.25,false,false,false,false,false,true,true,,,,,,8,9
TradingBrain.Trend,Short,2025-06-27 14:25:00,2025-06-27 15:40:00,10241,10256,23372.5,23411.75,15,-39.25,-39.25,-40.62,-78.5,-81.24,2.74,1,0.5,1.24,1,66,-45.25,"Trend down confirmado","Trend virou contra short",23449.40986263,0,-0.51033767,76.90986263,45.25,66,0.58835107,0.85814742,23306.5,23417.75,true,false,false,false,false,true,false,3,,,,,15,
TradingBrain.Trend,Long,2025-07-03 10:00:00,2025-07-03 22:15:00,10944,11034,23745,23702.5,90,-42.5,-42.5,-43.87,-85,-87.74,2.74,1,0.5,1.24,1,62.75,-46.5,"Trend up confirmado","Stop dinamico long",23670.81504622,0,-0.57289245,74.18495378,46.5,62.75,0.62681174,0.84585885,23807.75,23698.5,true,false,false,false,false,true,false,17,,,,,90,
TradingBrain.Trend,Long,2025-07-09 09:30:00,2025-07-09 10:20:00,11601,11611,23731,23777.75,10,46.75,46.75,45.38,93.5,90.76,2.74,1,0.5,1.24,1,86.75,-0,"Trend up confirmado","Chandelier trail long",23688.14504194,0,1.09088895,42.85495806,0,86.75,0,2.02426986,23817.75,23731,true,true,true,true,false,false,false,1,3,4,6,,,
TradingBrain.Trend,Short,2025-07-16 09:45:00,2025-07-16 11:40:00,12360,12383,23703.5,23641.5,23,62,62,60.63,124,121.26,2.74,1,0.5,1.24,1,161.25,-48,"Trend down confirmado","Chandelier trail short",23766.03223707,0,0.9914886,62.53223707,48,161.25,0.76760408,2.57866994,23542.25,23751.5,true,true,true,true,false,true,false,1,19,19,22,,9,
TradingBrain.Trend,Long,2025-07-29 09:30:00,2025-07-29 10:00:00,13593,13599,24337.5,24273.5,6,-64,-64,-65.37,-128,-130.74,2.74,1,0.5,1.24,1,21.25,-75,"Trend up confirmado","Stop dinamico long",24302.88712186,0,-1.84902278,34.61287814,75,21.25,2.16682356,0.61393334,24358.75,24262.5,true,false,false,false,false,true,true,1,,,,,3,3
TradingBrain.Trend,Short,2025-07-29 11:25:00,2025-07-29 20:45:00,13616,13716,24170.75,24191.5,100,-20.75,-20.75,-22.12,-41.5,-44.24,2.74,1,0.5,1.24,1,42.25,-60,"Trend down confirmado","Stop dinamico short",24239.32209252,0,-0.30260124,68.57209252,60,42.25,0.87499153,0.61613987,24128.5,24230.75,true,false,false,false,false,true,false,50,,,,,4,
TradingBrain.Trend,Short,2025-07-31 09:30:00,2025-07-31 11:35:00,14145,14170,24384.75,24283,25,101.75,101.75,100.38,203.5,200.76,2.74,1,0.5,1.24,1,194.5,-26.75,"Trend down confirmado","Chandelier trail short",24447.55197171,0,1.62017206,62.80197171,26.75,194.5,0.42594204,3.09703652,24190.25,24411.5,true,true,true,true,true,false,false,1,3,16,17,21,,
TradingBrain.Trend,Short,2025-08-01 09:40:00,2025-08-01 10:30:00,14423,14433,23625.5,23715,10,-89.5,-89.5,-90.87,-179,-181.74,2.74,1,0.5,1.24,1,119.75,-103.5,"Trend down confirmado","Trend virou contra short",23739.76341282,0,-0.78327785,114.26341282,103.5,119.75,0.90580176,1.04801701,23505.75,23729,true,true,false,false,false,true,false,2,4,,,,9,
TradingBrain.Trend,Short,2025-08-05 10:30:00,2025-08-05 12:55:00,14637,14666,23957.25,23886.75,29,70.5,70.5,69.13,141,138.26,2.74,1,0.5,1.24,1,137.25,-4.25,"Trend down confirmado","Chandelier trail short",24048.62498673,0,0.77154594,91.37498673,4.25,137.25,0.04651163,1.5020522,23820,23961.5,true,true,true,false,false,false,false,2,3,14,,,,
TradingBrain.Trend,Short,2025-08-19 09:30:00,2025-08-19 11:30:00,16209,16233,24373.5,24293.5,24,80,80,78.63,160,157.26,2.74,1,0.5,1.24,1,153,-64,"Trend down confirmado","Chandelier trail short",24427.74678243,0,1.47474184,54.24678243,64,153,1.17979348,2.82044378,24220.5,24437.5,true,true,true,true,false,true,true,3,12,14,15,,1,2
TradingBrain.Trend,Short,2025-08-20 09:40:00,2025-08-20 11:05:00,16487,16504,24029.25,23829.75,17,199.5,199.5,198.13,399,396.26,2.74,1,0.5,1.24,1,287.5,-1.5,"Trend down confirmado","Chandelier trail short",24095.48680618,0,3.01192058,66.23680618,1.5,287.5,0.02264602,4.34048706,23741.75,24030.75,true,true,true,true,true,false,false,1,2,2,2,5,,
TradingBrain.Trend,Long,2025-08-20 11:20:00,2025-08-20 16:15:00,16507,16566,23921.5,24014.75,59,93.25,93.25,91.88,186.5,183.76,2.74,1,0.5,1.24,1,153.5,-62.5,"Trend up confirmado","Chandelier trail long",23805.33601635,0,0.80274451,116.16398365,62.5,153.5,0.53803251,1.32140785,24075,23859,true,true,false,false,false,true,false,12,48,,,,7,
TradingBrain.Trend,Long,2025-08-27 10:15:00,2025-08-27 15:05:00,17046,17104,24305.25,24315,58,9.75,9.75,8.38,19.5,16.76,2.74,1,0.5,1.24,1,58.75,-56.75,"Trend up confirmado","Trend virou contra long",24237.13157233,0,0.14313307,68.11842767,56.75,58.75,0.8331079,0.86246853,24364,24248.5,true,false,false,false,false,true,false,47,,,,,25,
TradingBrain.Trend,Long,2025-09-17 14:00:00,2025-09-17 14:10:00,19911,19913,24977.75,24789,2,-188.75,-188.75,-190.12,-377.5,-380.24,2.74,1,0.5,1.24,1,2.25,-189.25,"Trend up confirmado","Stop dinamico long",24913.54103908,0,-2.93962085,64.20896092,189.25,2.25,2.94740792,0.03504184,24980,24788.5,false,false,false,false,false,true,true,,,,,,1,1
TradingBrain.Trend,Long,2025-09-18 10:05:00,2025-09-18 20:15:00,20140,20250,25214.25,25182.75,110,-31.5,-31.5,-32.87,-63,-65.74,2.74,1,0.5,1.24,1,66.5,-64.5,"Trend up confirmado","Stop dinamico long",25123.2247007,0,-0.34605764,91.0252993,64.5,66.5,0.70859421,0.73056612,25280.75,25149.75,true,false,false,false,false,true,false,5,,,,,68,
TradingBrain.Trend,Long,2025-09-19 12:10:00,2025-09-19 16:45:00,20441,20496,25271,25326.5,55,55.5,55.5,54.13,111,108.26,2.74,1,0.5,1.24,1,82,-9.75,"Trend up confirmado","Chandelier trail long",25209.10607641,0,0.89669546,61.89392359,9.75,82,0.15752758,1.32484734,25353,25261.25,true,true,false,false,false,false,false,34,44,,,,,
TradingBrain.Trend,Short,2025-09-24 09:45:00,2025-09-24 12:20:00,20892,20923,25270.5,25158.25,31,112.25,112.25,110.88,224.5,221.76,2.74,1,0.5,1.24,1,177.5,-35.5,"Trend down confirmado","Chandelier trail short",25320.92840507,0,2.22592802,50.42840507,35.5,177.5,0.70396833,3.51984164,25093,25306,true,true,true,true,true,true,false,17,24,24,26,28,3,
TradingBrain.Trend,Long,2025-09-25 10:15:00,2025-09-25 13:55:00,21174,21218,25071,24982.25,44,-88.75,-88.75,-90.12,-177.5,-180.24,2.74,1,0.5,1.24,1,91,-94.5,"Trend up confirmado","Trend virou contra long",24955.28922206,0,-0.76699856,115.71077794,94.5,91,0.81669142,0.78644359,25162,24976.5,true,false,false,false,false,true,false,16,,,,,41,
TradingBrain.Trend,Short,2025-09-30 09:30:00,2025-09-30 11:00:00,21645,21663,25227.25,25321.75,18,-94.5,-94.5,-95.87,-189,-191.74,2.74,1,0.5,1.24,1,39.75,-100.5,"Trend down confirmado","Stop dinamico short",25274.0340934,0,-2.01991731,46.7840934,100.5,39.75,2.14816603,0.84964776,25187.5,25327.75,true,false,false,false,false,true,true,4,,,,,2,6
TradingBrain.Trend,Short,2025-10-02 09:30:00,2025-10-02 09:55:00,21921,21926,25582.25,25528.5,5,53.75,53.75,52.38,107.5,104.76,2.74,1,0.5,1.24,1,103,-12.25,"Trend down confirmado","Chandelier trail short",25619.15250484,0,1.45654069,36.90250484,12.25,103,0.33195579,2.79113845,25479.25,25594.5,true,true,true,true,false,false,false,1,1,2,2,,,
TradingBrain.Trend,Long,2025-10-08 09:35:00,2025-10-08 12:45:00,22474,22512,25613.5,25702.5,38,89,89,87.63,178,175.26,2.74,1,0.5,1.24,1,128,-33.5,"Trend up confirmado","Chandelier trail long",25560.43266859,0,1.67711467,53.06733141,33.5,128,0.6312735,2.41203009,25741.5,25580,true,true,true,true,false,true,false,4,5,7,27,,1,
TradingBrain.Trend,Short,2025-10-10 11:00:00,2025-10-10 11:40:00,23043,23051,25493.25,25326,8,167.25,167.25,165.88,334.5,331.76,2.74,1,0.5,1.24,1,361,-72.5,"Trend down confirmado","Chandelier trail short",25644.39606294,0,1.10654553,151.14606294,72.5,361,0.47966846,2.38841815,25132.25,25565.75,true,true,true,true,false,false,false,3,4,6,6,,,
TradingBrain.Trend,Long,2025-10-15 10:05:00,2025-10-15 11:40:00,23236,23255,25559.5,25425.25,19,-134.25,-134.25,-135.62,-268.5,-271.24,2.74,1,0.5,1.24,1,23.25,-160.75,"Trend up confirmado","Stop dinamico long",25449.85416161,0,-1.22439668,109.64583839,160.75,23.25,1.46608391,0.21204635,25582.75,25398.75,false,false,false,false,false,true,true,,,,,,17,18
TradingBrain.Trend,Short,2025-10-15 11:45:00,2025-10-15 13:20:00,23256,23275,25389,25229,19,160,160,158.63,320,317.26,2.74,1,0.5,1.24,1,260.5,-69.5,"Trend down confirmado","Chandelier trail short",25500.05304797,0,1.44075289,111.05304797,69.5,260.5,0.62582704,2.3457258,25128.5,25458.5,true,true,true,true,false,true,false,15,16,17,17,,4,
TradingBrain.Trend,Long,2025-10-15 13:50:00,2025-10-16 04:25:00,23281,23444,25367.25,25477.75,163,110.5,110.5,109.13,221,218.26,2.74,1,0.5,1.24,1,155.25,-56,"Trend up confirmado","Chandelier trail long",25223.31983657,0,0.76773344,143.93016343,56,155.25,0.38907758,1.07864812,25522.5,25311.25,true,true,false,false,false,false,false,38,157,,,,,
TradingBrain.Trend,Short,2025-10-30 09:35:00,2025-10-30 09:50:00,25570,25573,26426.25,26597.75,3,-171.5,-171.5,-172.87,-343,-345.74,2.74,1,0.5,1.24,1,19.75,-186,"Trend down confirmado","Stop dinamico short",26533.09997227,0,-1.60505423,106.84997227,186,19.75,1.74075852,0.18483861,26406.5,26612.25,false,false,false,false,false,true,true,,,,,,2,2
TradingBrain.Trend,Long,2025-11-04 09:50:00,2025-11-04 12:00:00,26053,26079,26317.25,26197.75,26,-119.5,-119.5,-120.87,-239,-241.74,2.74,1,0.5,1.24,1,41.5,-129,"Trend up confirmado","Stop dinamico long",26193.81439015,0,-0.96811609,123.43560985,129,41.5,1.04507929,0.33620768,26358.75,26188.25,false,false,false,false,false,true,true,,,,,,13,25
TradingBrain.Trend,Long,2025-11-05 09:50:00,2025-11-05 15:20:00,26329,26395,26132.75,26306.25,66,173.5,173.5,172.13,347,344.26,2.74,1,0.5,1.24,1,210.75,-49.25,"Trend up confirmado","Chandelier trail long",26016.25319989,0,1.48931129,116.49680011,49.25,210.75,0.42275839,1.80906256,26343.5,26083.5,true,true,true,false,false,false,false,10,23,45,,,,
TradingBrain.Trend,Short,2025-11-06 09:30:00,2025-11-06 10:20:00,26601,26611,26110.5,25994,10,116.5,116.5,115.13,233,230.26,2.74,1,0.5,1.24,1,241.25,-27.5,"Trend down confirmado","Chandelier trail short",26184.61761158,0,1.57182615,74.11761158,27.5,241.25,0.37103192,3.25496188,25869.25,26138,true,true,true,true,true,false,false,2,4,5,6,6,,
TradingBrain.Trend,Short,2025-11-07 09:35:00,2025-11-07 12:35:00,26878,26914,25390.5,25287.25,36,103.25,103.25,101.88,206.5,203.76,2.74,1,0.5,1.24,1,216.5,-120,"Trend down confirmado","Chandelier trail short",25512.46260613,0,0.84657096,121.96260613,120,216.5,0.98390813,1.77513426,25174,25510.5,true,true,true,false,false,true,false,13,19,28,,,1,
TradingBrain.Trend,Long,2025-11-07 13:35:00,2025-11-11 02:25:00,26926,26996,25411.5,26126.25,70,714.75,714.75,713.38,1429.5,1426.76,2.74,1,0.5,1.24,1,758.25,-90,"Trend up confirmado","Chandelier trail long",25285.76540134,0,5.68459285,125.73459866,90,758.25,0.71579343,6.03055967,26169.75,25321.5,true,true,true,true,true,true,false,12,13,25,29,41,3,
TradingBrain.Trend,Short,2025-11-12 09:30:00,2025-11-12 10:00:00,27357,27363,26143.25,26089.75,6,53.5,53.5,52.13,107,104.26,2.74,1,0.5,1.24,1,116.75,-26.25,"Trend down confirmado","Chandelier trail short",26200.64709131,0,0.93210298,57.39709131,26.25,116.75,0.45734025,2.0340752,26026.5,26169.5,true,true,true,true,false,false,false,2,3,3,5,,,
TradingBrain.Trend,Short,2025-11-13 09:35:00,2025-11-13 14:25:00,27634,27692,25825.5,25586.75,58,238.75,238.75,237.38,477.5,474.76,2.74,1,0.5,1.24,1,348,-136.5,"Trend down confirmado","Chandelier trail short",25934.13411413,0,2.19774425,108.63411413,136.5,348,1.25651137,3.20341361,25477.5,25962,true,true,true,true,true,true,true,1,14,16,40,48,4,7
TradingBrain.Trend,Short,2025-11-20 11:05:00,2025-11-20 13:05:00,28408,28432,25531.25,24977.75,24,553.5,553.5,552.13,1107,1104.26,2.74,1,0.5,1.24,1,758,-3.5,"Trend down confirmado","Chandelier trail short",25690.5362707,0,3.47487575,159.2862707,3.5,758,0.02197302,4.75872777,24773.25,25534.75,true,true,true,true,true,false,false,2,3,6,7,10,,
TradingBrain.Trend,Long,2025-11-25 12:30:00,2025-11-25 23:25:00,28905,29024,25505,25634,119,129,129,127.63,258,255.26,2.74,1,0.5,1.24,1,156.5,-102,"Trend up confirmado","Chandelier trail long",25373.59345066,0,0.98168623,131.40654934,102,156.5,0.77621702,1.19096043,25661.5,25403,true,true,false,false,false,true,false,40,93,,,,21,
TradingBrain.Trend,Long,2025-12-02 09:35:00,2025-12-02 11:20:00,29680,29701,26062,25927.75,21,-134.25,-134.25,-135.62,-268.5,-271.24,2.74,1,0.5,1.24,1,73,-138.5,"Trend up confirmado","Stop dinamico long",25992.09380485,0,-1.92043065,69.90619515,138.5,73,1.98122641,1.04425652,26135,25923.5,true,true,false,false,false,true,true,5,15,,,,3,19
TradingBrain.Trend,Short,2025-12-04 09:30:00,2025-12-04 16:15:00,30231,30312,26032,26100.5,81,-68.5,-68.5,-69.87,-137,-139.74,2.74,1,0.5,1.24,1,80,-87.25,"Trend down confirmado","Stop dinamico short",26122.62582473,0,-0.75585519,90.62582473,87.25,80,0.96274986,0.88275059,25952,26119.25,true,false,false,false,false,true,false,11,,,,,1,
TradingBrain.Trend,Short,2025-12-17 09:35:00,2025-12-17 16:05:00,31540,31618,25552,25192,78,360,360,358.63,720,717.26,2.74,1,0.5,1.24,1,448.75,-17.25,"Trend down confirmado","Chandelier trail short",25638.57055024,0,4.15845803,86.57055024,17.25,448.75,0.19925945,5.18363345,25103.25,25569.25,true,true,true,true,true,false,false,2,2,12,13,15,,
TradingBrain.Trend,Long,2025-12-19 09:30:00,2025-12-19 11:40:00,31815,31841,25669.5,25747.25,26,77.75,77.75,76.38,155.5,152.76,2.74,1,0.5,1.24,1,147,-44.5,"Trend up confirmado","Chandelier trail long",25585.03695852,0,0.92052096,84.46304148,44.5,147,0.52685766,1.74040619,25816.5,25625,true,true,true,false,false,true,false,2,2,6,,,1,
TradingBrain.Trend,Long,2025-12-23 09:40:00,2025-12-23 10:00:00,32021,32025,25945,25853.25,4,-91.75,-91.75,-93.12,-183.5,-186.24,2.74,1,0.5,1.24,1,21.75,-102.25,"Trend up confirmado","Stop dinamico long",25870.15695598,0,-1.22589883,74.84304402,102.25,21.75,1.36619243,0.29060817,25966.75,25842.75,false,false,false,false,false,true,true,,,,,,3,4
TradingBrain.Trend,Long,2025-12-24 11:40:00,2025-12-31 00:00:00,32321,32340,26096.5,25837.25,19,-259.25,-259.25,-260.62,-518.5,-521.24,2.74,1,0.5,1.24,1,11.25,-264.5,"Trend up confirmado","Stop dinamico long",26056.91121537,0,-6.54857184,39.58878463,264.5,11.25,6.68118515,0.28417139,26107.75,25832,false,false,false,false,false,true,true,,,,,,18,19
TradingBrain.Trend,Short,2025-12-31 09:40:00,2025-12-31 13:45:00,32456,32505,25835.5,25835.5,49,-0,-0,-1.37,-0,-2.74,2.74,1,0.5,1.24,1,77.5,-15.5,"Trend down confirmado","Stop BE short",25893.30048768,0,-0,57.80048768,15.5,77.5,0.26816383,1.34081914,25758,25851,true,true,false,false,false,false,false,1,15,,,,,
TradingBrain.Trend,Short,2026-01-09 09:30:00,2026-01-09 10:25:00,32934,32945,25891,26069.5,11,-178.5,-178.5,-179.87,-357,-359.74,2.74,1,0.5,1.24,1,59.75,-185.25,"Trend down confirmado","Stop dinamico short",25971.66533809,0,-2.21284636,80.66533809,185.25,59.75,2.29652543,0.74071468,25831.25,26076.25,true,false,false,false,false,true,true,7,,,,,1,1
TradingBrain.Trend,Long,2026-01-09 10:30:00,2026-01-13 00:05:00,32946,33025,26080.25,26097.25,79,17,17,15.63,34,31.26,2.74,1,0.5,1.24,1,121.25,-103.75,"Trend up confirmado","Trend virou contra long",25922.70736338,0,0.1079073,157.54263662,103.75,121.25,0.65855188,0.76963292,26201.5,25976.5,true,false,false,false,false,true,false,37,,,,,2,
TradingBrain.Trend,Short,2026-01-14 09:55:00,2026-01-14 15:30:00,33419,33486,25800.75,25800.75,67,-0,-0,-1.37,-0,-2.74,2.74,1,0.5,1.24,1,164,-109.75,"Trend down confirmado","Stop BE short",25926.98657484,0,-0,126.23657484,109.75,164,0.86939938,1.29914805,25636.75,25910.5,true,true,false,false,false,true,false,10,23,,,,3,
TradingBrain.Trend,Short,2026-01-16 09:55:00,2026-01-16 11:40:00,33971,33992,25944.25,25944.25,21,-0,-0,-1.37,-0,-2.74,2.74,1,0.5,1.24,1,138.5,-36.75,"Trend down confirmado","Stop BE short",26033.42446999,0,-0,89.17446999,36.75,138.5,0.41211347,1.55313511,25805.75,25981,true,true,true,false,false,false,false,4,8,9,,,,
TradingBrain.Trend,Long,2026-01-21 10:20:00,2026-01-21 11:40:00,34180,34196,25576,25510,16,-66,-66,-67.37,-132,-134.74,2.74,1,0.5,1.24,1,136,-69.75,"Trend up confirmado","Trend virou contra long",25433.42625796,0,-0.46291834,142.57374204,69.75,136,0.48922052,0.95389234,25712,25506.25,true,false,false,false,false,false,false,3,,,,,,
TradingBrain.Trend,Long,2026-01-21 14:30:00,2026-01-21 20:40:00,34230,34292,25686.25,25814.25,62,128,128,126.63,256,253.26,2.74,1,0.5,1.24,1,182.5,-25,"Trend up confirmado","Chandelier trail long",25522.46722405,0,0.78152296,163.78277595,25,182.5,0.1526412,1.11428078,25868.75,25661.25,true,true,false,false,false,false,false,2,4,,,,,
TradingBrain.Trend,Long,2026-01-23 10:20:00,2026-01-23 16:45:00,34732,34809,25962.5,25907.25,77,-55.25,-55.25,-56.62,-110.5,-113.24,2.74,1,0.5,1.24,1,98.5,-75,"Trend up confirmado","Stop dinamico long",25846.0236653,0,-0.47434528,116.4763347,75,98.5,0.64390762,0.84566535,26061,25887.5,true,false,false,false,false,true,false,5,,,,,30,
TradingBrain.Trend,Long,2026-01-27 09:50:00,2026-01-27 20:50:00,34930,35050,26253,26423.75,120,170.75,170.75,169.38,341.5,338.76,2.74,1,0.5,1.24,1,191,-15.5,"Trend up confirmado","Chandelier trail long",26178.920776,0,2.30496475,74.079224,15.5,191,0.20923545,2.57832074,26444,26237.5,true,true,true,true,false,false,false,4,64,99,104,,,
TradingBrain.Trend,Short,2026-01-29 09:35:00,2026-01-29 11:10:00,35479,35498,26245,25878,19,367,367,365.63,734,731.26,2.74,1,0.5,1.24,1,493.5,-9,"Trend down confirmado","Chandelier trail short",26333.02223606,0,4.16940101,88.02223606,9,493.5,0.10224689,5.60653787,25751.5,26254,true,true,true,true,true,false,false,1,2,4,5,5,,
TradingBrain.Trend,Short,2026-02-03 09:35:00,2026-02-03 10:55:00,35755,35771,26035.25,25833,16,202.25,202.25,200.88,404.5,401.76,2.74,1,0.5,1.24,1,349.5,-19.75,"Trend down confirmado","Chandelier trail short",26117.17670272,0,2.46867008,81.92670272,19.75,349.5,0.24106914,4.26600838,25685.75,26055,true,true,true,true,true,false,false,1,1,4,4,5,,
TradingBrain.Trend,Short,2026-02-05 10:10:00,2026-02-05 11:30:00,36314,36330,24775,25031.25,16,-256.25,-256.25,-257.62,-512.5,-515.24,2.74,1,0.5,1.24,1,22.5,-265,"Trend down confirmado","Stop dinamico short",25019.44618899,0,-1.04828797,244.44618899,265,22.5,1.08408317,0.0920448,24752.5,25040,false,false,false,false,false,true,true,,,,,,6,16
TradingBrain.Trend,Long,2026-02-10 10:05:00,2026-02-10 12:00:00,36589,36612,25650.75,25534.75,23,-116,-116,-117.37,-232,-234.74,2.74,1,0.5,1.24,1,11.75,-130.25,"Trend up confirmado","Stop dinamico long",25537.10609814,0,-1.02073229,113.64390186,130.25,11.75,1.14612397,0.10339314,25662.5,25520.5,false,false,false,false,false,true,true,,,,,,1,21
