Strategy,RegimeFilter,Score,Trades,WinRate,ProfitFactor,Expectancy,GrossPnL,TotalCosts,NetPnL,NetProfitFactor,NetExpectancy,GrossCurrency,NetCurrency,MaxDrawdown,ReturnToDrawdown,VolMinAtr,VolMinVolume,UseSqueeze,SqueezeRatio,VolRangeMultiplier,VolExpansionMode,VwapMinDistance,RsiLongMax,RsiShortMin,VolTrailingMode,AtrChandelier,MaxBarsWithoutProfit,MinProfitAtrRatio,RangeCompression,RangeTargetRatio,MomentumMacdAtr,MomentumVolume,EmaVolume,AtrStop,TrailingBars,EmaTrailingOffset,TrendAtrStop,TrendTimeExitBars,BeActivationR,ChandelierActivationR,ChandelierTrailMultiplier,OrbAtrStop,OrbRangeStart,OrbRangeEnd,OrbMinWindowBars,OrbMinRangeAtrRatio,OrbBreakoutBuffer,OrbRequireVolume,OrbVolumeRatio,VwapReversionBand,RsiOversold,RsiOverbought,VwapReversionVolumeRatio,BbStdDev,BbFadeRsiOversold,BbFadeRsiOverbought,BbFadeTargetRatio,SessionBreakoutAtrBuffer,SessionMinRangeAtrRatio,SrsRefCandle,SrsBuffer,SrsStop,SrsTarget,SrsAntiMode,IbTargetMultiplier,IbUseHalfRangeStop,IbMinRangeRatio,IbMaxRangeRatio,IbRequireVolume
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,408.40058289,52,46.15384615,2.78598726,53.92307692,2804,142.48,2732.76,2.69909722,52.55307692,5608,5465.52,408,6.69794118,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1,1,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,407.02746615,52,48.07692308,2.78264331,53.82211538,2798.75,142.48,2727.51,2.69727876,52.45211538,5597.5,5455.02,408,6.68507353,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,406.21564308,52,51.92307692,2.63443781,57.86538462,3009,142.48,2937.76,2.56659645,56.49538462,6018,5875.52,470.25,6.2472302,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2.5,60,1,1,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,406.10003036,52,42.30769231,2.80197694,52.58653846,2734.5,142.48,2663.26,2.70875144,51.21653846,5469,5326.52,381.75,6.97645056,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1.25,1.25,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,403.55091328,52,34.61538462,3.00076658,50.19230769,2610,142.48,2538.76,2.87905972,48.82230769,5220,5077.52,381.75,6.65032089,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,0.75,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,399.80661261,52,51.92307692,2.60013324,57.73557692,3002.25,142.48,2931.01,2.5341586,56.36557692,6004.5,5862.02,470.25,6.23287613,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2.5,60,1.25,1,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,399.7620024,48,54.16666667,2.85983529,61.16145833,2935.75,131.52,2869.99,2.78410956,59.79145833,5871.5,5739.98,682,4.20819648,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,1.25,0.75,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,397.70692203,49,46.93877551,3.02360228,61.67857143,3022.25,134.26,2955.12,2.93256252,60.30857143,6044.5,5910.24,913.25,3.23582809,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,0.75,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,396.96580141,52,42.30769231,2.90428804,50.60096154,2631.25,142.48,2560.01,2.79921285,49.23096154,5262.5,5120.02,381.75,6.70598559,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,395.57573946,51,58.82352941,2.59151622,53.15196078,2710.75,139.74,2640.88,2.5247399,51.78196078,5421.5,5281.76,346,7.63260116,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,1,0.75,1.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,394.27692783,52,46.15384615,2.77578254,51.82211538,2694.75,142.48,2623.51,2.68621213,50.45211538,5389.5,5247.02,381.75,6.87232482,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1.25,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,391.27802963,52,42.30769231,2.74087534,52.97115385,2754.5,142.48,2683.26,2.65291527,51.60115385,5509,5366.52,408,6.57661765,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1,1.5,1.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,389.31530818,52,38.46153846,2.88782341,50.16346154,2608.5,142.48,2537.26,2.77979644,48.79346154,5217,5074.52,381.75,6.64639162,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1,1,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,387.51056038,52,51.92307692,2.5757495,56.85576923,2956.5,142.48,2885.26,2.51021199,55.48576923,5913,5770.52,470.25,6.13558745,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2.5,60,1.25,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,386.9312295,52,42.30769231,2.76079077,51.38461538,2672,142.48,2600.76,2.66865135,50.01461538,5344,5201.52,381.75,6.81273084,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1.25,1,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,386.20137971,52,44.23076923,2.72949913,52.625,2736.5,142.48,2665.26,2.64321385,51.255,5473,5330.52,408,6.5325,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1,1.25,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,384.64976055,51,35.29411765,3.21878788,53.83823529,2745.75,139.74,2675.88,3.08611455,52.46823529,5491.5,5351.76,696.25,3.84327469,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,0.75,1,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,383.33639445,52,40.38461538,2.74342213,51.28846154,2667,142.48,2595.76,2.65101576,49.91846154,5334,5191.52,381.75,6.79963327,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1.25,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,381.66293414,52,38.46153846,2.90067309,50.23076923,2612,142.48,2540.76,2.79167754,48.86076923,5224,5081.52,408,6.22735294,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,0.75,1.25,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,380.90931271,51,49.01960784,2.69107266,59.89215686,3054.5,139.74,2984.63,2.62043467,58.52215686,6109,5969.26,667,4.47470765,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2.5,60,1.25,0.75,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,380.53323096,47,51.06382979,2.87203041,62.87234043,2955,128.78,2890.61,2.79539879,61.50234043,5910,5781.22,913.25,3.16519025,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,1.25,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,378.93024187,52,36.53846154,2.8525825,49.66346154,2582.5,142.48,2511.26,2.74488782,48.29346154,5165,5022.52,381.75,6.57828422,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,376.13113786,51,49.01960784,2.71668549,59.6127451,3040.25,139.74,2970.38,2.64416424,58.2427451,6080.5,5940.76,701.75,4.23281796,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2.5,60,1,0.75,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,370.8186981,49,48.97959184,2.95128892,59.4744898,2914.25,134.26,2847.12,2.86360334,58.1044898,5828.5,5694.24,913.25,3.11756912,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,0.75,1,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,370.2046778,52,36.53846154,2.8735674,49.51442308,2574.75,142.48,2503.51,2.76370592,48.14442308,5149.5,5007.02,408,6.13605392,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,0.75,1.5,1.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,369.97370929,51,39.21568627,3.13419154,53.6372549,2735.5,139.74,2665.63,3.01298123,52.2672549,5471,5331.26,722.25,3.69073036,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,0.75,0.75,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,369.82151285,51,45.09803922,2.90317167,55.59313725,2835.25,139.74,2765.38,2.80967339,54.22313725,5670.5,5530.76,667,4.145997,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1,0.75,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,369.23512287,51,33.33333333,3.16023205,52.93627451,2699.75,139.74,2629.88,3.02871182,51.56627451,5399.5,5259.76,696.25,3.77720646,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,0.75,1.5,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,366.04657162,50,36,3.09586965,55.31,2765.5,137,2697,2.97822994,53.94,5531,5394,806.5,3.34407936,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,0.75,1.5,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,365.424967,47,53.19148936,2.83243586,61.54255319,2892.5,128.78,2828.11,2.75807514,60.17255319,5785,5656.22,913.25,3.09675335,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,1.25,1,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,360.83184254,51,33.33333333,3.13542709,52.32843137,2668.75,139.74,2598.88,3.00479816,50.95843137,5337.5,5197.76,696.25,3.73268223,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,0.75,1.25,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,354.15402348,48,45.83333333,2.88462821,58.875,2826,131.52,2760.24,2.79806139,57.505,5652,5520.48,913.25,3.02243635,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,0.75,1.25,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,353.90019447,50,50,2.86106461,55.59,2779.5,137,2711,2.77450499,54.22,5559,5422,717.75,3.77708116,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,0.75,0.75,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,352.32205644,51,37.25490196,3.15264026,51.15686275,2609,139.74,2539.13,3.02185788,49.78686275,5218,5078.26,696.25,3.64686535,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,0.75,0.75,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,352.29455891,51,49.01960784,2.56259859,53.41176471,2724,139.74,2654.13,2.49203146,52.04176471,5448,5308.26,455.25,5.83004942,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1.25,1,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,352.04052712,51,41.17647059,2.82585925,54.68627451,2789,139.74,2719.13,2.73347571,53.31627451,5578,5438.26,667,4.07665667,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1,1.25,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,351.08728165,51,50.98039216,2.55958698,53.30882353,2718.75,139.74,2648.88,2.49022785,51.93882353,5437.5,5297.76,455.25,5.8185173,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1.25,0.75,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,350.99269581,48,47.91666667,2.77422823,60.16666667,2888,131.52,2822.24,2.69809868,58.79666667,5776,5644.48,913.25,3.09032576,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,1,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,347.59919385,51,41.17647059,2.69319088,52.04901961,2654.5,139.74,2584.63,2.60650775,50.67901961,5309,5169.26,484.5,5.33463364,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2.5,60,0.75,1.5,1.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,344.30827275,51,35.29411765,3.00169555,52.08333333,2656.25,139.74,2586.38,2.88482812,50.71333333,5312.5,5172.76,696.25,3.7147289,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1,1,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,344.01670566,51,45.09803922,2.53731131,52.91666667,2698.75,139.74,2628.88,2.46548783,51.54666667,5397.5,5257.76,455.25,5.77458539,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,1.25,1.5,1.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,343.90631268,51,39.21568627,2.85934028,53.32843137,2719.75,139.74,2649.88,2.76046026,51.95843137,5439.5,5299.76,667,3.97283358,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1.25,1,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,342.80735475,51,37.25490196,2.84627119,53.39705882,2723.25,139.74,2653.38,2.74697796,52.02705882,5446.5,5306.76,667,3.97808096,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.6,60,1.25,1.5,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,342.25804449,50,42,2.83070131,53.905,2695.25,137,2626.75,2.7372915,52.535,5390.5,5253.5,667,3.93815592,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2.5,60,0.75,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,340.77184636,52,32.69230769,3.25545909,41.21634615,2143.25,142.48,2072.01,3.07574634,39.84634615,4286.5,4144.02,338.25,6.12567627,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.2,60,0.75,1.25,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,339.95051804,52,30.76923077,3.25388056,41.1875,2141.75,142.48,2070.51,3.0714007,39.8175,4283.5,4141.02,338.25,6.12124169,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.2,60,0.75,1.5,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,338.62487011,46,50,2.74108552,59.97282609,2758.75,126.04,2695.73,2.66813943,58.60282609,5517.5,5391.46,913.25,2.95179852,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,3,60,1.25,1.25,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,338.00304737,51,35.29411765,3.0005684,51.75980392,2639.75,139.74,2569.88,2.88309604,50.38980392,5279.5,5139.76,722.25,3.55815853,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,2,60,0.75,1.25,2.5,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
TradingBrain.Trend,Trend|Breakout|WideIbBreakout|IntradayExpansion,337.78841396,52,36.53846154,3.07329105,42.43269231,2206.5,142.48,2135.26,2.92459395,41.06269231,4413,4270.52,338.25,6.31266814,1.2,1.5,False,0.95,1.5,Atr,0.001,70,30,VwapEmaChandelier,3,5,1,1.05,1,0.1,1.2,1.1,1.5,3,0,1.2,60,1,1.25,2,2,93000,100000,2,0.3,0.05,False,1.1,0.002,35,65,1.1,2,35,65,1,0.1,0.5,2,0.1,1.5,2,False,1,False,0,10,False
